Date,Open,High,Low,Close,Adj Close,Volume
2002-05-10,12.250000,12.250000,12.250000,12.250000,5.953540,0
2002-05-13,12.320000,12.320000,12.320000,12.320000,5.987560,0
2002-05-14,12.420000,12.420000,12.420000,12.420000,6.036160,0
2002-05-15,12.410000,12.410000,12.410000,12.410000,6.031301,0
2002-05-16,12.440000,12.440000,12.440000,12.440000,6.045882,0
2002-05-17,12.470000,12.470000,12.470000,12.470000,6.060462,0
2002-05-20,12.420000,12.420000,12.420000,12.420000,6.036160,0
2002-05-21,12.360000,12.360000,12.360000,12.360000,6.007000,0
2002-05-22,12.390000,12.390000,12.390000,12.390000,6.021582,0
2002-05-23,12.430000,12.430000,12.430000,12.430000,6.041018,0
2002-05-24,12.370000,12.370000,12.370000,12.370000,6.011860,0
2002-05-28,12.340000,12.340000,12.340000,12.340000,5.997281,0
2002-05-29,12.320000,12.320000,12.320000,12.320000,5.987560,0
2002-05-30,12.320000,12.320000,12.320000,12.320000,5.987560,0
2002-05-31,12.320000,12.320000,12.320000,12.320000,5.987560,0
2002-06-03,12.200000,12.200000,12.200000,12.200000,5.929238,0
2002-06-04,12.200000,12.200000,12.200000,12.200000,5.929238,0
2002-06-05,12.230000,12.230000,12.230000,12.230000,5.943819,0
2002-06-06,12.150000,12.150000,12.150000,12.150000,5.904941,0
2002-06-07,12.130000,12.130000,12.130000,12.130000,5.895219,0
2002-06-10,12.140000,12.140000,12.140000,12.140000,5.900079,0
2002-06-11,12.070000,12.070000,12.070000,12.070000,5.866058,0
2002-06-12,12.090000,12.090000,12.090000,12.090000,5.875780,0
2002-06-13,12.040000,12.040000,12.040000,12.040000,5.851479,0
2002-06-14,12.050000,12.050000,12.050000,12.050000,5.856338,0
2002-06-17,12.180000,12.180000,12.180000,12.180000,5.919519,0
2002-06-18,12.180000,12.180000,12.180000,12.180000,5.919519,0
2002-06-19,12.120000,12.120000,12.120000,12.120000,5.890358,0
2002-06-20,12.020000,12.020000,12.020000,12.020000,5.841759,0
2002-06-21,11.950000,11.950000,11.950000,11.950000,5.807739,0
2002-06-24,11.930000,11.930000,11.930000,11.930000,5.798019,0
2002-06-25,11.850000,11.850000,11.850000,11.850000,5.759139,0
2002-06-26,11.830000,11.830000,11.830000,11.830000,5.749418,0
2002-06-27,11.900000,11.900000,11.900000,11.900000,5.783439,0
2002-06-28,11.910000,11.910000,11.910000,11.910000,5.788299,0
2002-07-01,11.800000,11.800000,11.800000,11.800000,5.734841,0
2002-07-02,11.680000,11.680000,11.680000,11.680000,5.676518,0
2002-07-03,11.700000,11.700000,11.700000,11.700000,5.686237,0
2002-07-05,11.870000,11.870000,11.870000,11.870000,5.768860,0
2002-07-08,11.820000,11.820000,11.820000,11.820000,5.744558,0
2002-07-09,11.730000,11.730000,11.730000,11.730000,5.700818,0
2002-07-10,11.590000,11.590000,11.590000,11.590000,5.632778,0
2002-07-11,11.600000,11.600000,11.600000,11.600000,5.637637,0
2002-07-12,11.590000,11.590000,11.590000,11.590000,5.632778,0
2002-07-15,11.550000,11.550000,11.550000,11.550000,5.613337,0
2002-07-16,11.470000,11.470000,11.470000,11.470000,5.574458,0
2002-07-17,11.520000,11.520000,11.520000,11.520000,5.598759,0
2002-07-18,11.420000,11.420000,11.420000,11.420000,5.550159,0
2002-07-19,11.260000,11.260000,11.260000,11.260000,5.472397,0
2002-07-22,11.120000,11.120000,11.120000,11.120000,5.404356,0
2002-07-23,10.990000,10.990000,10.990000,10.990000,5.341177,0
2002-07-24,11.190000,11.190000,11.190000,11.190000,5.438377,0
2002-07-25,11.150000,11.150000,11.150000,11.150000,5.418936,0
2002-07-26,11.200000,11.200000,11.200000,11.200000,5.443236,0
2002-07-29,11.410000,11.410000,11.410000,11.410000,5.545298,0
2002-07-30,11.440000,11.440000,11.440000,11.440000,5.559876,0
2002-07-31,11.490000,11.490000,11.490000,11.490000,5.584177,0
2002-08-01,11.380000,11.380000,11.380000,11.380000,5.530718,0
2002-08-02,11.290000,11.290000,11.290000,11.290000,5.486977,0
2002-08-05,11.130000,11.130000,11.130000,11.130000,5.409217,0
2002-08-06,11.230000,11.230000,11.230000,11.230000,5.457816,0
2002-08-07,11.330000,11.330000,11.330000,11.330000,5.506418,0
2002-08-08,11.460000,11.460000,11.460000,11.460000,5.569599,0
2002-08-09,11.500000,11.500000,11.500000,11.500000,5.589038,0
2002-08-12,11.480000,11.480000,11.480000,11.480000,5.579317,0
2002-08-13,11.400000,11.400000,11.400000,11.400000,5.540437,0
2002-08-14,11.570000,11.570000,11.570000,11.570000,5.623057,0
2002-08-15,11.630000,11.630000,11.630000,11.630000,5.652220,0
2002-08-16,11.620000,11.620000,11.620000,11.620000,5.647358,0
2002-08-19,11.740000,11.740000,11.740000,11.740000,5.705678,0
2002-08-20,11.710000,11.710000,11.710000,11.710000,5.691100,0
2002-08-21,11.780000,11.780000,11.780000,11.780000,5.725121,0
2002-08-22,11.840000,11.840000,11.840000,11.840000,5.754278,0
2002-08-23,11.740000,11.740000,11.740000,11.740000,5.705678,0
2002-08-26,11.780000,11.780000,11.780000,11.780000,5.725121,0
2002-08-27,11.700000,11.700000,11.700000,11.700000,5.686237,0
2002-08-28,11.620000,11.620000,11.620000,11.620000,5.647358,0
2002-08-29,11.630000,11.630000,11.630000,11.630000,5.652220,0
2002-08-30,11.630000,11.630000,11.630000,11.630000,5.652220,0
2002-09-03,11.460000,11.460000,11.460000,11.460000,5.569599,0
2002-09-04,11.540000,11.540000,11.540000,11.540000,5.608476,0
2002-09-05,11.470000,11.470000,11.470000,11.470000,5.574458,0
2002-09-06,11.530000,11.530000,11.530000,11.530000,5.603617,0
2002-09-09,11.580000,11.580000,11.580000,11.580000,5.627917,0
2002-09-10,11.630000,11.630000,11.630000,11.630000,5.652220,0
2002-09-11,11.630000,11.630000,11.630000,11.630000,5.652220,0
2002-09-12,11.530000,11.530000,11.530000,11.530000,5.603617,0
2002-09-13,11.560000,11.560000,11.560000,11.560000,5.618198,0
2002-09-16,11.560000,11.560000,11.560000,11.560000,5.618198,0
2002-09-17,11.480000,11.480000,11.480000,11.480000,5.579317,0
2002-09-18,11.460000,11.460000,11.460000,11.460000,5.569599,0
2002-09-19,11.330000,11.330000,11.330000,11.330000,5.506418,0
2002-09-20,11.330000,11.330000,11.330000,11.330000,5.506418,0
2002-09-23,11.270000,11.270000,11.270000,11.270000,5.477258,0
2002-09-24,11.190000,11.190000,11.190000,11.190000,5.438377,0
2002-09-25,11.270000,11.270000,11.270000,11.270000,5.477258,0
2002-09-26,11.360000,11.360000,11.360000,11.360000,5.520998,0
2002-09-27,11.250000,11.250000,11.250000,11.250000,5.467537,0
2002-09-30,11.190000,11.190000,11.190000,11.190000,5.438377,0
2002-10-01,11.330000,11.330000,11.330000,11.330000,5.506418,0
2002-10-02,11.240000,11.240000,11.240000,11.240000,5.462676,0
2002-10-03,11.180000,11.180000,11.180000,11.180000,5.433517,0
2002-10-04,11.070000,11.070000,11.070000,11.070000,5.380056,0
2002-10-07,10.990000,10.990000,10.990000,10.990000,5.341177,0
2002-10-08,11.040000,11.040000,11.040000,11.040000,5.365477,0
2002-10-09,10.930000,10.930000,10.930000,10.930000,5.312016,0
2002-10-10,11.060000,11.060000,11.060000,11.060000,5.375196,0
2002-10-11,11.220000,11.220000,11.220000,11.220000,5.452958,0
2002-10-14,11.260000,11.260000,11.260000,11.260000,5.472397,0
2002-10-15,11.440000,11.440000,11.440000,11.440000,5.559876,0
2002-10-16,11.310000,11.310000,11.310000,11.310000,5.496697,0
2002-10-17,11.420000,11.420000,11.420000,11.420000,5.550159,0
2002-10-18,11.450000,11.450000,11.450000,11.450000,5.564738,0
2002-10-21,11.520000,11.520000,11.520000,11.520000,5.598759,0
2002-10-22,11.450000,11.450000,11.450000,11.450000,5.564738,0
2002-10-23,11.480000,11.480000,11.480000,11.480000,5.579317,0
2002-10-24,11.430000,11.430000,11.430000,11.430000,5.555018,0
2002-10-25,11.530000,11.530000,11.530000,11.530000,5.603617,0
2002-10-28,11.500000,11.500000,11.500000,11.500000,5.589038,0
2002-10-29,11.480000,11.480000,11.480000,11.480000,5.579317,0
2002-10-30,11.540000,11.540000,11.540000,11.540000,5.608476,0
2002-10-31,11.540000,11.540000,11.540000,11.540000,5.608476,0
2002-11-01,11.600000,11.600000,11.600000,11.600000,5.637637,0
2002-11-04,11.660000,11.660000,11.660000,11.660000,5.666798,0
2002-11-05,11.700000,11.700000,11.700000,11.700000,5.686237,0
2002-11-06,11.760000,11.760000,11.760000,11.760000,5.715398,0
2002-11-07,11.680000,11.680000,11.680000,11.680000,5.676518,0
2002-11-08,11.630000,11.630000,11.630000,11.630000,5.652220,0
2002-11-11,11.530000,11.530000,11.530000,11.530000,5.603617,0
2002-11-12,11.570000,11.570000,11.570000,11.570000,5.623057,0
2002-11-13,11.570000,11.570000,11.570000,11.570000,5.623057,0
2002-11-14,11.670000,11.670000,11.670000,11.670000,5.671659,0
2002-11-15,11.710000,11.710000,11.710000,11.710000,5.691100,0
2002-11-18,11.670000,11.670000,11.670000,11.670000,5.671659,0
2002-11-19,11.660000,11.660000,11.660000,11.660000,5.666798,0
2002-11-20,11.740000,11.740000,11.740000,11.740000,5.705678,0
2002-11-21,11.850000,11.850000,11.850000,11.850000,5.759139,0
2002-11-22,11.830000,11.830000,11.830000,11.830000,5.749418,0
2002-11-25,11.850000,11.850000,11.850000,11.850000,5.759139,0
2002-11-26,11.750000,11.750000,11.750000,11.750000,5.710538,0
2002-11-27,11.860000,11.860000,11.860000,11.860000,5.763998,0
2002-11-29,11.860000,11.860000,11.860000,11.860000,5.763998,0
2002-12-02,11.870000,11.870000,11.870000,11.870000,5.768860,0
2002-12-03,11.790000,11.790000,11.790000,11.790000,5.729980,0
2002-12-04,11.770000,11.770000,11.770000,11.770000,5.720260,0
2002-12-05,11.730000,11.730000,11.730000,11.730000,5.700818,0
2002-12-06,11.760000,11.760000,11.760000,11.760000,5.715398,0
2002-12-09,11.650000,11.650000,11.650000,11.650000,5.661937,0
2002-12-10,11.720000,11.720000,11.720000,11.720000,5.695960,0
2002-12-11,11.740000,11.740000,11.740000,11.740000,5.705678,0
2002-12-12,11.730000,11.730000,11.730000,11.730000,5.700818,0
2002-12-13,11.650000,11.650000,11.650000,11.650000,5.661937,0
2002-12-16,11.760000,11.760000,11.760000,11.760000,5.715398,0
2002-12-17,11.730000,11.730000,11.730000,11.730000,5.700818,0
2002-12-18,11.670000,11.670000,11.670000,11.670000,5.671659,0
2002-12-19,11.660000,11.660000,11.660000,11.660000,5.666798,0
2002-12-20,11.730000,11.730000,11.730000,11.730000,5.700818,0
2002-12-23,11.740000,11.740000,11.740000,11.740000,5.705678,0
2002-12-24,11.730000,11.730000,11.730000,11.730000,5.700818,0
2002-12-26,11.720000,11.720000,11.720000,11.720000,5.695960,0
2002-12-27,11.420000,11.420000,11.420000,11.420000,5.666190,0
2002-12-30,11.440000,11.440000,11.440000,11.440000,5.676111,0
2002-12-31,11.440000,11.440000,11.440000,11.440000,5.676111,0
2003-01-02,11.560000,11.560000,11.560000,11.560000,5.735651,0
2003-01-03,11.560000,11.560000,11.560000,11.560000,5.735651,0
2003-01-06,11.670000,11.670000,11.670000,11.670000,5.790230,0
2003-01-07,11.650000,11.650000,11.650000,11.650000,5.780305,0
2003-01-08,11.590000,11.590000,11.590000,11.590000,5.750536,0
2003-01-09,11.650000,11.650000,11.650000,11.650000,5.780305,0
2003-01-10,11.670000,11.670000,11.670000,11.670000,5.790230,0
2003-01-13,11.670000,11.670000,11.670000,11.670000,5.790230,0
2003-01-14,11.700000,11.700000,11.700000,11.700000,5.805114,0
2003-01-15,11.640000,11.640000,11.640000,11.640000,5.775344,0
2003-01-16,11.620000,11.620000,11.620000,11.620000,5.765421,0
2003-01-17,11.560000,11.560000,11.560000,11.560000,5.735651,0
2003-01-21,11.490000,11.490000,11.490000,11.490000,5.700920,0
2003-01-22,11.450000,11.450000,11.450000,11.450000,5.681074,0
2003-01-23,11.500000,11.500000,11.500000,11.500000,5.705882,0
2003-01-24,11.370000,11.370000,11.370000,11.370000,5.641381,0
2003-01-27,11.270000,11.270000,11.270000,11.270000,5.591765,0
2003-01-28,11.320000,11.320000,11.320000,11.320000,5.616572,0
2003-01-29,11.340000,11.340000,11.340000,11.340000,5.626496,0
2003-01-30,11.260000,11.260000,11.260000,11.260000,5.586802,0
2003-01-31,11.320000,11.320000,11.320000,11.320000,5.616572,0
2003-02-03,11.340000,11.340000,11.340000,11.340000,5.626496,0
2003-02-04,11.290000,11.290000,11.290000,11.290000,5.601687,0
2003-02-05,11.260000,11.260000,11.260000,11.260000,5.586802,0
2003-02-06,11.240000,11.240000,11.240000,11.240000,5.576878,0
2003-02-07,11.190000,11.190000,11.190000,11.190000,5.552070,0
2003-02-10,11.210000,11.210000,11.210000,11.210000,5.561994,0
2003-02-11,11.190000,11.190000,11.190000,11.190000,5.552070,0
2003-02-12,11.140000,11.140000,11.140000,11.140000,5.527262,0
2003-02-13,11.130000,11.130000,11.130000,11.130000,5.522303,0
2003-02-14,11.210000,11.210000,11.210000,11.210000,5.561994,0
2003-02-18,11.320000,11.320000,11.320000,11.320000,5.616572,0
2003-02-19,11.300000,11.300000,11.300000,11.300000,5.606649,0
2003-02-20,11.270000,11.270000,11.270000,11.270000,5.591765,0
2003-02-21,11.320000,11.320000,11.320000,11.320000,5.616572,0
2003-02-24,11.260000,11.260000,11.260000,11.260000,5.586802,0
2003-02-25,11.280000,11.280000,11.280000,11.280000,5.596726,0
2003-02-26,11.240000,11.240000,11.240000,11.240000,5.576878,0
2003-02-27,11.290000,11.290000,11.290000,11.290000,5.601687,0
2003-02-28,11.330000,11.330000,11.330000,11.330000,5.621533,0
2003-03-03,11.320000,11.320000,11.320000,11.320000,5.616572,0
2003-03-04,11.250000,11.250000,11.250000,11.250000,5.581841,0
2003-03-05,11.290000,11.290000,11.290000,11.290000,5.601687,0
2003-03-06,11.250000,11.250000,11.250000,11.250000,5.581841,0
2003-03-07,11.280000,11.280000,11.280000,11.280000,5.596726,0
2003-03-10,11.170000,11.170000,11.170000,11.170000,5.542148,0
2003-03-11,11.130000,11.130000,11.130000,11.130000,5.522303,0
2003-03-12,11.140000,11.140000,11.140000,11.140000,5.527262,0
2003-03-13,11.270000,11.270000,11.270000,11.270000,5.591765,0
2003-03-14,11.290000,11.290000,11.290000,11.290000,5.601687,0
2003-03-17,11.430000,11.430000,11.430000,11.430000,5.671151,0
2003-03-18,11.440000,11.440000,11.440000,11.440000,5.676111,0
2003-03-19,11.460000,11.460000,11.460000,11.460000,5.686036,0
2003-03-20,11.470000,11.470000,11.470000,11.470000,5.690997,0
2003-03-21,11.570000,11.570000,11.570000,11.570000,5.740613,0
2003-03-24,11.430000,11.430000,11.430000,11.430000,5.671151,0
2003-03-25,11.490000,11.490000,11.490000,11.490000,5.700920,0
2003-03-26,11.480000,11.480000,11.480000,11.480000,5.695958,0
2003-03-27,11.480000,11.480000,11.480000,11.480000,5.695958,0
2003-03-28,11.470000,11.470000,11.470000,11.470000,5.690997,0
2003-03-31,11.400000,11.400000,11.400000,11.400000,5.656264,0
2003-04-01,11.460000,11.460000,11.460000,11.460000,5.686036,0
2003-04-02,11.570000,11.570000,11.570000,11.570000,5.740613,0
2003-04-03,11.550000,11.550000,11.550000,11.550000,5.730690,0
2003-04-04,11.560000,11.560000,11.560000,11.560000,5.735651,0
2003-04-07,11.570000,11.570000,11.570000,11.570000,5.740613,0
2003-04-08,11.570000,11.570000,11.570000,11.570000,5.740613,0
2003-04-09,11.510000,11.510000,11.510000,11.510000,5.710844,0
2003-04-10,11.530000,11.530000,11.530000,11.530000,5.720766,0
2003-04-11,11.510000,11.510000,11.510000,11.510000,5.710844,0
2003-04-14,11.580000,11.580000,11.580000,11.580000,5.745574,0
2003-04-15,11.630000,11.630000,11.630000,11.630000,5.770385,0
2003-04-16,11.600000,11.600000,11.600000,11.600000,5.755498,0
2003-04-17,11.670000,11.670000,11.670000,11.670000,5.790230,0
2003-04-21,11.670000,11.670000,11.670000,11.670000,5.790230,0
2003-04-22,11.770000,11.770000,11.770000,11.770000,5.839847,0
2003-04-23,11.820000,11.820000,11.820000,11.820000,5.864654,0
2003-04-24,11.800000,11.800000,11.800000,11.800000,5.854733,0
2003-04-25,11.740000,11.740000,11.740000,11.740000,5.824961,0
2003-04-28,11.820000,11.820000,11.820000,11.820000,5.864654,0
2003-04-29,11.840000,11.840000,11.840000,11.840000,5.874577,0
2003-04-30,11.870000,11.870000,11.870000,11.870000,5.889463,0
2003-05-01,11.870000,11.870000,11.870000,11.870000,5.889463,0
2003-05-02,11.890000,11.890000,11.890000,11.890000,5.929359,0
2003-05-05,11.890000,11.890000,11.890000,11.890000,5.929359,0
2003-05-06,11.950000,11.950000,11.950000,11.950000,5.959279,0
2003-05-07,11.950000,11.950000,11.950000,11.950000,5.959279,0
2003-05-08,11.890000,11.890000,11.890000,11.890000,5.929359,0
2003-05-09,11.960000,11.960000,11.960000,11.960000,5.964266,0
2003-05-12,12.040000,12.040000,12.040000,12.040000,6.004161,0
2003-05-13,12.020000,12.020000,12.020000,12.020000,5.994187,0
2003-05-14,12.030000,12.030000,12.030000,12.030000,5.999173,0
2003-05-15,12.060000,12.060000,12.060000,12.060000,6.014133,0
2003-05-16,12.080000,12.080000,12.080000,12.080000,6.024107,0
2003-05-19,11.940000,11.940000,11.940000,11.940000,5.954291,0
2003-05-20,11.950000,11.950000,11.950000,11.950000,5.959279,0
2003-05-21,11.960000,11.960000,11.960000,11.960000,5.964266,0
2003-05-22,12.030000,12.030000,12.030000,12.030000,5.999173,0
2003-05-23,12.040000,12.040000,12.040000,12.040000,6.004161,0
2003-05-27,12.140000,12.140000,12.140000,12.140000,6.054029,0
2003-05-28,12.150000,12.150000,12.150000,12.150000,6.059015,0
2003-05-29,12.160000,12.160000,12.160000,12.160000,6.064003,0
2003-05-30,12.230000,12.230000,12.230000,12.230000,6.098910,0
2003-06-02,12.240000,12.240000,12.240000,12.240000,6.103897,0
2003-06-03,12.280000,12.280000,12.280000,12.280000,6.123844,0
2003-06-04,12.370000,12.370000,12.370000,12.370000,6.168725,0
2003-06-05,12.410000,12.410000,12.410000,12.410000,6.188673,0
2003-06-06,12.390000,12.390000,12.390000,12.390000,6.178700,0
2003-06-09,12.330000,12.330000,12.330000,12.330000,6.148777,0
2003-06-10,12.400000,12.400000,12.400000,12.400000,6.183687,0
2003-06-11,12.480000,12.480000,12.480000,12.480000,6.223580,0
2003-06-12,12.500000,12.500000,12.500000,12.500000,6.233555,0
2003-06-13,12.460000,12.460000,12.460000,12.460000,6.213607,0
2003-06-16,12.570000,12.570000,12.570000,12.570000,6.268462,0
2003-06-17,12.570000,12.570000,12.570000,12.570000,6.268462,0
2003-06-18,12.540000,12.540000,12.540000,12.540000,6.253502,0
2003-06-19,12.460000,12.460000,12.460000,12.460000,6.213607,0
2003-06-20,12.440000,12.440000,12.440000,12.440000,6.203634,0
2003-06-23,12.370000,12.370000,12.370000,12.370000,6.168725,0
2003-06-24,12.380000,12.380000,12.380000,12.380000,6.173712,0
2003-06-25,12.340000,12.340000,12.340000,12.340000,6.153766,0
2003-06-26,12.370000,12.370000,12.370000,12.370000,6.168725,0
2003-06-27,12.320000,12.320000,12.320000,12.320000,6.143792,0
2003-06-30,12.320000,12.320000,12.320000,12.320000,6.143792,0
2003-07-01,12.360000,12.360000,12.360000,12.360000,6.163739,0
2003-07-02,12.440000,12.440000,12.440000,12.440000,6.203634,0
2003-07-03,12.390000,12.390000,12.390000,12.390000,6.178700,0
2003-07-07,12.490000,12.490000,12.490000,12.490000,6.228567,0
2003-07-08,12.520000,12.520000,12.520000,12.520000,6.243529,0
2003-07-09,12.510000,12.510000,12.510000,12.510000,6.238540,0
2003-07-10,12.430000,12.430000,12.430000,12.430000,6.198645,0
2003-07-11,12.490000,12.490000,12.490000,12.490000,6.228567,0
2003-07-14,12.520000,12.520000,12.520000,12.520000,6.243529,0
2003-07-15,12.460000,12.460000,12.460000,12.460000,6.213607,0
2003-07-16,12.420000,12.420000,12.420000,12.420000,6.193660,0
2003-07-17,12.330000,12.330000,12.330000,12.330000,6.148777,0
2003-07-18,12.390000,12.390000,12.390000,12.390000,6.178700,0
2003-07-21,12.290000,12.290000,12.290000,12.290000,6.128830,0
2003-07-22,12.340000,12.340000,12.340000,12.340000,6.153766,0
2003-07-23,12.360000,12.360000,12.360000,12.360000,6.163739,0
2003-07-24,12.320000,12.320000,12.320000,12.320000,6.143792,0
2003-07-25,12.400000,12.400000,12.400000,12.400000,6.183687,0
2003-07-28,12.380000,12.380000,12.380000,12.380000,6.173712,0
2003-07-29,12.320000,12.320000,12.320000,12.320000,6.143792,0
2003-07-30,12.300000,12.300000,12.300000,12.300000,6.133818,0
2003-07-31,12.280000,12.280000,12.280000,12.280000,6.123844,0
2003-08-01,12.220000,12.220000,12.220000,12.220000,6.093924,0
2003-08-04,12.250000,12.250000,12.250000,12.250000,6.108882,0
2003-08-05,12.140000,12.140000,12.140000,12.140000,6.054029,0
2003-08-06,12.160000,12.160000,12.160000,12.160000,6.064003,0
2003-08-07,12.200000,12.200000,12.200000,12.200000,6.083949,0
2003-08-08,12.220000,12.220000,12.220000,12.220000,6.093924,0
2003-08-11,12.240000,12.240000,12.240000,12.240000,6.103897,0
2003-08-12,12.300000,12.300000,12.300000,12.300000,6.133818,0
2003-08-13,12.240000,12.240000,12.240000,12.240000,6.103897,0
2003-08-14,12.260000,12.260000,12.260000,12.260000,6.113869,0
2003-08-15,12.290000,12.290000,12.290000,12.290000,6.128830,0
2003-08-18,12.360000,12.360000,12.360000,12.360000,6.163739,0
